User ID,Subscription Type,Monthly Revenue,Join Date,Last Payment Date,Age,Gender,Device,Plan Duration,Total Watch Time
856,Premium,20.99,2022-09-26,2023-01-25,47,Female,Desktop,60,222
857,Premium,20.99,2022-03-19,2023-06-25,60,Female,Desktop,60,321
858,Premium,20.99,2021-12-03,2021-12-23,30,Other,Smart TV,30,43
859,Premium,20.99,2023-05-10,2023-05-22,42,Male,Mobile,30,530
860,Premium,20.99,2022-11-03,2023-05-08,45,Female,Laptop,60,407
861,Premium,20.99,2022-09-01,2023-06-07,24,Female,Tablet,90,65
862,Standard,16.49,2022-06-01,2022-12-11,22,Male,Tablet,90,1
863,Basic,5.99,2022-02-17,2023-02-09,27,Male,Smart TV,90,128
864,Basic,5.99,2022-12-26,2023-02-16,33,Other,Smart TV,90,143
865,Premium,20.99,2022-03-04,2022-04-13,18,Male,Tablet,90,362
866,Premium,20.99,2021-12-07,2022-02-12,37,Other,Laptop,60,560
867,Basic,5.99,2022-07-29,2023-01-26,27,Female,Laptop,30,193
868,Standard,16.49,2023-05-02,2023-07-15,37,Female,Laptop,90,611
869,Basic,5.99,2022-08-28,2022-10-29,19,Male,Mobile,90,19
870,Basic,5.99,2022-12-16,2023-01-14,37,Male,Mobile,30,83
871,Standard,16.49,2022-08-04,2023-06-17,36,Male,Smart TV,60,62
872,Basic,5.99,2023-06-30,2023-07-27,46,Male,Smart TV,30,29
873,Premium,20.99,2022-06-02,2023-03-19,50,Male,Smart TV,90,578
874,Basic,5.99,2022-06-01,2022-12-26,13,Female,Laptop,60,101
875,Basic,5.99,2022-09-15,2023-03-10,22,Other,Smart TV,90,63
876,Standard,16.49,2022-08-31,2022-12-07,15,Male,Laptop,30,80
877,Premium,20.99,2023-04-28,2023-06-07,45,Female,Smart TV,30,5
878,Standard,16.49,2022-11-16,2023-02-11,33,Female,Tablet,60,3181
879,Basic,5.99,2021-11-11,2022-02-22,56,Female,Mobile,90,28
880,Standard,16.49,2021-10-02,2023-04-12,17,Other,Mobile,60,194
881,Standard,16.49,2021-07-30,2023-06-11,39,Male,Smart TV,30,25
882,Standard,16.49,2022-02-19,2022-04-26,27,Male,Laptop,60,313
883,Premium,20.99,2023-05-08,2023-06-29,47,Male,Tablet,60,89
884,Premium,20.99,2022-05-18,2023-07-27,29,Male,Tablet,30,163
885,Basic,5.99,2023-04-28,2023-07-23,16,Female,Smart TV,60,9
886,Standard,16.49,2022-11-03,2023-01-13,33,Female,Mobile,30,8
887,Premium,20.99,2021-08-29,2023-03-12,17,Male,Laptop,30,1144
888,Premium,20.99,2022-03-14,2022-10-29,44,Female,Smart TV,30,234
889,Premium,20.99,2021-12-25,2022-07-26,58,Male,Laptop,60,586
890,Basic,5.99,2021-09-19,2023-05-27,51,Female,Laptop,30,652
891,Standard,16.49,2022-08-28,2022-10-08,40,Female,Smart TV,30,77
892,Standard,16.49,2022-10-16,2023-02-02,20,Female,Smart TV,30,1280
893,Standard,16.49,2023-06-24,2023-07-04,28,Other,Laptop,30,642
894,Premium,20.99,2023-03-31,2023-05-03,17,Male,Tablet,90,455
895,Premium,20.99,2021-09-02,2021-12-14,60,Male,Smart TV,30,58
896,Basic,5.99,2022-10-23,2023-02-22,52,Other,Laptop,30,115
897,Premium,20.99,2022-02-03,2023-03-20,25,Other,Mobile,30,22
898,Standard,16.49,2023-02-22,2023-02-24,26,Male,Tablet,90,999
899,Standard,16.49,2022-11-03,2022-12-13,27,Female,Mobile,60,51
900,Basic,5.99,2022-12-30,2023-06-08,23,Male,Mobile,60,81
901,Basic,5.99,2023-07-02,2023-07-18,25,Male,Tablet,30,405
902,Standard,16.49,2022-05-10,2022-06-09,34,Female,Smart TV,30,670
903,Premium,20.99,2022-01-22,2023-05-16,37,Male,Tablet,90,108
904,Standard,16.49,2021-12-30,2022-07-03,32,Female,Tablet,60,87
905,Basic,5.99,2023-07-20,2023-07-22,30,Female,Desktop,60,456
906,Standard,16.49,2023-05-26,2023-06-30,30,Female,Smart TV,60,1108
907,Standard,16.49,2022-09-28,2023-02-13,43,Male,Tablet,60,5
908,Basic,5.99,2023-05-01,2023-05-21,22,Male,Mobile,60,169
909,Basic,5.99,2023-02-26,2023-05-16,56,Other,Smart TV,90,409
910,Premium,20.99,2023-06-06,2023-07-07,44,Female,Laptop,90,232
911,Premium,20.99,2023-05-03,2023-05-25,32,Female,Desktop,60,272
912,Premium,20.99,2021-12-01,2022-05-22,43,Other,Desktop,90,99
913,Basic,5.99,2023-03-25,2023-06-08,14,Female,Smart TV,30,741
914,Standard,16.49,2021-08-27,2021-08-29,63,Other,Laptop,60,86
915,Standard,16.49,2022-03-14,2023-07-03,14,Female,Mobile,60,449
916,Premium,20.99,2022-09-08,2023-03-13,52,Female,Desktop,30,569
917,Standard,16.49,2022-10-01,2023-02-02,39,Other,Mobile,60,72
918,Standard,16.49,2023-01-30,2023-07-09,58,Male,Tablet,30,10
919,Premium,20.99,2023-06-17,2023-07-16,62,Female,Desktop,90,115
920,Standard,16.49,2021-08-17,2022-07-15,36,Other,Mobile,60,2
921,Basic,5.99,2022-09-16,2022-11-11,91,Other,Mobile,30,110
922,Basic,5.99,2022-09-23,2023-01-22,94,Male,Mobile,30,166
923,Standard,16.49,2021-08-09,2022-06-02,45,Male,Desktop,60,42
924,Premium,20.99,2022-06-17,2022-10-21,30,Male,Smart TV,30,42
925,Premium,20.99,2022-10-15,2023-02-11,43,Female,Mobile,30,577
926,Standard,16.49,2023-05-19,2023-07-03,35,Male,Laptop,60,0
927,Standard,16.49,2023-03-30,2023-05-07,31,Other,Desktop,60,99
928,Premium,20.99,2021-08-31,2022-06-13,48,Other,Mobile,90,829
929,Standard,16.49,2023-05-17,2023-06-29,33,Male,Desktop,60,121
930,Standard,16.49,2023-04-08,2023-05-24,50,Female,Tablet,90,34
931,Premium,20.99,2022-04-29,2022-09-03,33,Female,Smart TV,30,598
932,Premium,20.99,2023-02-01,2023-07-28,34,Female,Mobile,60,812
933,Standard,16.49,2023-05-26,2023-07-05,29,Female,Tablet,90,14
934,Premium,20.99,2022-10-08,2023-03-16,34,Male,Laptop,30,57
935,Standard,16.49,2022-09-06,2023-07-01,34,Female,Laptop,60,250
936,Premium,20.99,2023-01-31,2023-03-04,34,Male,Laptop,30,778
937,Basic,5.99,2023-03-21,2023-04-28,23,Male,Laptop,90,143
938,Premium,20.99,2021-12-31,2022-02-26,47,Female,Laptop,60,198
939,Basic,5.99,2022-09-03,2023-06-09,18,Other,Laptop,60,207
940,Standard,16.49,2022-11-22,2023-02-20,43,Female,Smart TV,90,45
941,Standard,16.49,2022-04-09,2022-09-08,25,Male,Laptop,90,479
942,Standard,16.49,2022-02-04,2022-05-09,98,Female,Mobile,90,71
943,Standard,16.49,2023-04-25,2023-04-26,20,Male,Smart TV,90,196
944,Basic,5.99,2022-07-19,2022-08-05,32,Male,Smart TV,60,394
945,Basic,5.99,2021-09-19,2022-08-17,36,Other,Desktop,30,129
946,Standard,16.49,2022-12-25,2023-04-03,26,Female,Mobile,60,56
947,Standard,16.49,2023-05-12,2023-05-21,46,Male,Laptop,30,110
948,Basic,5.99,2022-03-17,2023-02-22,37,Male,Mobile,30,26
949,Standard,16.49,2023-06-16,2023-07-15,42,Male,Desktop,60,227
950,Premium,20.99,2023-05-08,2023-05-09,25,Female,Mobile,30,274
951,Standard,16.49,2022-11-24,2023-07-29,23,Female,Smart TV,30,39
952,Standard,16.49,2022-05-27,2023-04-03,59,Male,Smart TV,30,57
953,Basic,5.99,2022-11-15,2023-04-11,60,Female,Mobile,30,130
954,Basic,5.99,2023-05-13,2023-05-26,24,Other,Mobile,60,113
955,Standard,16.49,2021-09-16,2023-07-21,48,Male,Desktop,60,2585
956,Basic,5.99,2023-07-25,2023-07-29,46,Male,Mobile,60,140
957,Standard,16.49,2023-02-13,2023-05-24,53,Male,Tablet,30,234
958,Premium,20.99,2023-04-11,2023-05-18,29,Male,Smart TV,90,74
959,Premium,20.99,2022-09-13,2022-10-16,17,Female,Tablet,90,335
960,Basic,5.99,2022-02-06,2022-10-28,74,Female,Smart TV,60,8
961,Premium,20.99,2023-01-01,2023-03-11,58,Female,Mobile,90,38
962,Standard,16.49,2021-08-07,2023-07-02,49,Female,Laptop,60,26
963,Basic,5.99,2022-07-19,2023-04-23,70,Male,Smart TV,30,635
964,Standard,16.49,2023-04-03,2023-06-02,42,Female,Smart TV,30,55
965,Basic,5.99,2022-03-25,2023-01-24,49,Other,Desktop,30,879
966,Basic,5.99,2022-03-05,2022-04-02,50,Male,Mobile,60,796
967,Basic,5.99,2022-02-11,2022-10-29,27,Male,Mobile,90,122
968,Basic,5.99,2022-09-16,2022-10-07,41,Other,Smart TV,60,1044
969,Premium,20.99,2022-09-08,2023-01-18,34,Female,Mobile,90,48
970,Basic,5.99,2022-05-22,2023-06-23,23,Other,Laptop,30,873
971,Premium,20.99,2021-09-26,2023-01-01,27,Female,Mobile,60,469
972,Premium,20.99,2022-09-14,2023-07-10,16,Female,Smart TV,30,80
973,Premium,20.99,2023-02-16,2023-03-24,61,Male,Tablet,60,179
974,Premium,20.99,2022-11-10,2023-02-22,40,Other,Desktop,30,1053
975,Basic,5.99,2023-03-30,2023-06-25,26,Male,Laptop,30,85
976,Premium,20.99,2022-02-07,2022-05-29,16,Female,Mobile,60,117
977,Premium,20.99,2021-10-24,2023-05-01,27,Female,Desktop,90,1367
978,Basic,5.99,2022-01-17,2022-06-17,37,Female,Smart TV,30,67
979,Standard,16.49,2021-09-10,2022-11-13,19,Male,Smart TV,60,468
980,Premium,20.99,2021-12-23,2022-04-14,35,Female,Mobile,30,107
981,Premium,20.99,2022-02-17,2022-05-25,34,Male,Smart TV,60,204
982,Standard,16.49,2023-07-12,2023-07-14,38,Male,Mobile,90,188
983,Premium,20.99,2022-02-19,2023-07-26,13,Female,Laptop,30,227
984,Basic,5.99,2022-08-13,2023-02-07,32,Other,Mobile,30,90
985,Premium,20.99,2022-02-22,2023-06-02,14,Other,Mobile,30,201
986,Standard,16.49,2023-03-22,2023-04-03,41,Male,Smart TV,30,198
987,Standard,16.49,2022-05-22,2022-08-21,25,Female,Smart TV,60,70
988,Standard,16.49,2022-01-23,2022-11-21,13,Male,Mobile,60,71
989,Standard,16.49,2022-07-29,2023-05-17,14,Female,Smart TV,60,1073
990,Premium,20.99,2022-08-29,2023-03-17,36,Male,Mobile,60,76
991,Premium,20.99,2022-07-16,2022-11-21,20,Female,Mobile,60,8
992,Premium,20.99,2022-01-20,2022-06-24,43,Male,Laptop,90,378
993,Standard,16.49,2023-07-13,2023-07-13,53,Male,Desktop,90,220
994,Basic,5.99,2021-09-12,2022-12-13,18,Other,Mobile,30,1429
995,Standard,16.49,2023-05-26,2023-06-06,30,Male,Mobile,60,1331
996,Premium,20.99,2022-08-26,2023-05-17,36,Female,Smart TV,90,266
997,Premium,20.99,2022-02-12,2022-12-29,40,Female,Laptop,60,180
998,Premium,20.99,2022-08-21,2022-11-19,55,Female,Mobile,30,22
999,Standard,16.49,2022-02-21,2022-05-31,36,Male,Tablet,60,97
1000,Premium,20.99,2022-04-25,2023-05-26,28,Female,Desktop,30,1033
1001,Standard,16.49,2022-10-13,2023-04-07,31,Male,Mobile,30,275
1002,Standard,16.49,2021-11-10,2022-06-07,55,Female,Desktop,30,216
1003,Premium,20.99,2022-08-03,2022-10-26,27,Other,Laptop,30,716
1004,Basic,5.99,2021-08-10,2023-04-20,24,Male,Mobile,30,553
1005,Standard,16.49,2022-07-30,2022-09-03,22,Male,Tablet,90,48
1006,Standard,16.49,2022-07-02,2023-07-16,53,Male,Smart TV,60,24
1007,Premium,20.99,2022-12-31,2023-05-19,18,Male,Laptop,90,701
1008,Basic,5.99,2022-03-20,2023-03-22,40,Other,Mobile,60,228
1009,Premium,20.99,2022-10-01,2023-02-21,13,Male,Mobile,60,402
1010,Standard,16.49,2022-10-03,2023-05-24,31,Male,Mobile,30,141
1011,Premium,20.99,2022-08-12,2022-12-20,26,Male,Tablet,90,78
1012,Premium,20.99,2021-10-02,2023-01-07,66,Female,Smart TV,60,385
1013,Standard,16.49,2021-11-02,2022-06-17,53,Male,Laptop,60,3881
1014,Premium,20.99,2023-02-04,2023-02-11,86,Female,Desktop,30,53
1015,Premium,20.99,2023-01-27,2023-05-03,19,Female,Mobile,60,343
1016,Premium,20.99,2022-06-20,2023-05-26,39,Other,Mobile,60,112
1017,Basic,5.99,2021-12-27,2022-07-12,49,Male,Mobile,90,1434
1018,Standard,16.49,2022-11-15,2023-07-26,54,Female,Laptop,90,34
1019,Premium,20.99,2022-10-28,2022-12-29,72,Female,Smart TV,60,644
1020,Basic,5.99,2023-06-30,2023-07-21,26,Female,Smart TV,90,234
1021,Basic,5.99,2023-03-22,2023-05-22,48,Female,Tablet,90,69
1022,Premium,20.99,2022-12-25,2023-03-02,14,Female,Smart TV,60,69
1023,Standard,16.49,2023-07-25,2023-07-28,42,Male,Mobile,90,1354
1024,Standard,16.49,2022-02-26,2023-03-12,27,Female,Desktop,90,154
1025,Premium,20.99,2023-05-25,2023-07-02,14,Male,Mobile,60,95
1026,Basic,5.99,2022-07-12,2023-03-18,26,Male,Mobile,60,113
1027,Basic,5.99,2023-05-22,2023-06-12,67,Male,Tablet,30,401
1028,Basic,5.99,2022-09-08,2022-12-20,78,Female,Smart TV,30,779
1029,Premium,20.99,2023-03-30,2023-05-24,39,Male,Mobile,90,1188
1030,Premium,20.99,2022-06-08,2023-05-16,30,Female,Smart TV,90,163
1031,Standard,16.49,2023-01-25,2023-04-30,36,Other,Mobile,60,468
1032,Basic,5.99,2022-10-04,2023-04-29,16,Female,Smart TV,30,53
1033,Basic,5.99,2023-02-04,2023-07-24,20,Female,Smart TV,60,186
1034,Basic,5.99,2021-11-04,2021-11-14,28,Female,Mobile,60,88
1035,Premium,20.99,2022-05-16,2023-06-24,26,Female,Desktop,30,131
1036,Basic,5.99,2023-02-11,2023-07-11,36,Female,Laptop,30,103
1037,Standard,16.49,2022-11-27,2023-03-24,46,Male,Tablet,30,19
1038,Basic,5.99,2022-09-18,2022-12-25,48,Male,Tablet,60,386
1039,Standard,16.49,2023-05-31,2023-06-18,40,Female,Laptop,30,1386
1040,Standard,16.49,2022-03-03,2022-04-12,31,Male,Desktop,60,124
1041,Basic,5.99,2022-06-25,2022-09-19,32,Other,Mobile,30,277
1042,Premium,20.99,2022-01-17,2022-03-08,16,Male,Smart TV,90,10
1043,Premium,20.99,2021-10-10,2022-04-19,37,Male,Mobile,60,37
1044,Standard,16.49,2022-10-08,2022-12-19,27,Male,Smart TV,60,504
1045,Standard,16.49,2022-08-29,2022-12-08,82,Male,Smart TV,60,934
1046,Basic,5.99,2022-01-07,2022-09-29,23,Other,Laptop,60,7083
1047,Premium,20.99,2022-03-14,2023-05-18,51,Male,Tablet,60,114
1048,Standard,16.49,2022-06-09,2022-12-24,19,Female,Laptop,30,618
1049,Premium,20.99,2022-02-19,2022-07-15,14,Female,Mobile,90,288
1050,Basic,5.99,2022-11-05,2023-06-12,38,Female,Mobile,30,107
1051,Standard,16.49,2022-04-25,2023-03-25,33,Male,Laptop,60,535
1052,Premium,20.99,2022-09-05,2022-09-05,23,Female,Laptop,60,7930
1053,Basic,5.99,2023-03-12,2023-07-21,32,Male,Mobile,60,908
1054,Basic,5.99,2022-09-20,2023-07-05,30,Female,Mobile,30,157
1055,Premium,20.99,2023-03-12,2023-03-14,18,Male,Laptop,90,114
1056,Basic,5.99,2022-09-26,2022-11-28,99,Male,Tablet,30,69
1057,Basic,5.99,2023-05-09,2023-07-08,30,Other,Smart TV,30,94
1058,Standard,16.49,2023-05-26,2023-06-27,62,Female,Laptop,30,134
1059,Premium,20.99,2023-04-05,2023-04-10,15,Female,Tablet,60,189
1060,Premium,20.99,2022-03-19,2022-11-29,33,Female,Mobile,90,663
1061,Premium,20.99,2023-04-16,2023-06-28,22,Female,Smart TV,60,196
1062,Standard,16.49,2023-03-09,2023-04-04,20,Male,Tablet,30,67
1063,Premium,20.99,2022-07-10,2022-07-16,49,Male,Smart TV,60,695
1064,Premium,20.99,2021-10-03,2022-07-23,53,Male,Tablet,90,68
1065,Basic,5.99,2023-02-16,2023-03-24,19,Male,Smart TV,60,67
1066,Basic,5.99,2022-10-28,2022-12-18,28,Female,Laptop,30,48
1067,Standard,16.49,2023-03-01,2023-06-10,23,Other,Tablet,30,731
1068,Standard,16.49,2022-02-11,2022-08-27,28,Male,Smart TV,30,26
1069,Standard,16.49,2021-11-24,2022-02-22,15,Female,Laptop,90,658
1070,Standard,16.49,2022-08-08,2023-01-27,17,Female,Laptop,30,57
1071,Basic,5.99,2022-03-02,2023-01-02,35,Other,Smart TV,30,71
1072,Premium,20.99,2023-06-26,2023-07-11,53,Male,Smart TV,60,53
1073,Standard,16.49,2022-10-04,2023-03-07,21,Female,Mobile,60,134
1074,Basic,5.99,2022-08-21,2022-10-23,41,Male,Tablet,60,1031
1075,Premium,20.99,2023-04-15,2023-06-16,19,Female,Smart TV,30,491
1076,Standard,16.49,2021-09-08,2022-02-15,38,Female,Mobile,60,52
1077,Premium,20.99,2021-12-04,2022-08-07,14,Male,Smart TV,30,82
1078,Standard,16.49,2022-03-07,2022-03-12,37,Male,Mobile,60,215
1079,Premium,20.99,2022-03-06,2023-06-17,63,Male,Smart TV,60,22
1080,Premium,20.99,2022-04-27,2023-03-12,27,Other,Laptop,60,96
1081,Basic,5.99,2022-02-08,2022-02-09,24,Female,Desktop,90,2800
1082,Premium,20.99,2022-06-27,2023-06-23,49,Male,Laptop,60,112
1083,Standard,16.49,2023-02-24,2023-06-25,89,Male,Smart TV,30,75
1084,Basic,5.99,2022-11-19,2023-01-20,32,Female,Mobile,90,873
1085,Standard,16.49,2021-10-11,2022-12-08,19,Female,Mobile,60,131
1086,Basic,5.99,2022-10-09,2023-06-19,36,Female,Smart TV,90,167
1087,Standard,16.49,2021-11-05,2022-02-02,30,Male,Laptop,60,32
1088,Premium,20.99,2023-07-08,2023-07-12,55,Male,Smart TV,60,4
1089,Standard,16.49,2021-12-15,2022-01-23,24,Male,Desktop,30,175
1090,Premium,20.99,2021-11-18,2022-06-15,21,Female,Mobile,60,6021
1091,Premium,20.99,2023-02-09,2023-04-22,37,Other,Laptop,60,199
1092,Standard,16.49,2021-11-22,2022-07-05,32,Female,Smart TV,60,524
1093,Standard,16.49,2021-08-08,2022-03-24,83,Female,Mobile,90,71
1094,Premium,20.99,2022-11-19,2023-05-14,36,Female,Tablet,30,223
1095,Standard,16.49,2022-09-25,2022-09-27,83,Male,Laptop,90,595
1096,Standard,16.49,2022-10-10,2023-02-05,27,Female,Laptop,90,201
1097,Standard,16.49,2023-02-28,2023-07-11,48,Male,Desktop,60,75
1098,Standard,16.49,2023-02-28,2023-03-16,35,Male,Smart TV,90,1104
1099,Standard,16.49,2021-12-05,2022-05-01,14,Female,Smart TV,60,652
1100,Basic,5.99,2022-01-05,2022-07-27,97,Male,Mobile,60,164
1101,Premium,20.99,2022-06-20,2022-08-27,28,Male,Laptop,60,65
1102,Basic,5.99,2021-10-26,2023-04-11,82,Male,Desktop,30,48
1103,Premium,20.99,2023-07-10,2023-07-24,33,Female,Smart TV,90,634
1104,Premium,20.99,2022-01-05,2022-12-25,17,Male,Mobile,90,1091
1105,Standard,16.49,2022-02-26,2023-06-26,16,Male,Tablet,60,150
1106,Premium,20.99,2022-01-18,2022-11-22,26,Female,Mobile,30,18
1107,Basic,5.99,2021-12-01,2023-01-28,94,Male,Desktop,60,112
1108,Premium,20.99,2022-10-15,2023-05-07,48,Male,Smart TV,60,239
1109,Premium,20.99,2021-08-23,2023-01-12,18,Female,Smart TV,60,98
1110,Standard,16.49,2022-04-07,2022-07-29,31,Male,Laptop,30,996
1111,Basic,5.99,2023-04-26,2023-06-02,42,Male,Smart TV,30,175
1112,Premium,20.99,2023-03-29,2023-04-13,56,Other,Mobile,30,100
1113,Basic,5.99,2023-04-24,2023-05-20,48,Male,Tablet,60,171
1114,Premium,20.99,2022-08-04,2023-04-27,28,Female,Mobile,90,3
1115,Premium,20.99,2022-10-04,2023-06-05,26,Female,Smart TV,30,133
1116,Premium,20.99,2023-03-17,2023-05-03,24,Female,Smart TV,90,85
1117,Basic,5.99,2021-10-30,2022-11-29,50,Other,Mobile,60,1308
1118,Basic,5.99,2021-09-17,2021-12-09,34,Male,Tablet,30,7
1119,Standard,16.49,2023-04-23,2023-06-28,74,Male,Mobile,30,434
1120,Standard,16.49,2023-06-27,2023-07-11,30,Female,Smart TV,90,209
1121,Basic,5.99,2022-12-20,2023-07-10,27,Other,Mobile,30,52
1122,Premium,20.99,2023-06-18,2023-06-26,40,Female,Mobile,60,53
1123,Basic,5.99,2023-05-09,2023-06-26,19,Female,Smart TV,60,815
1124,Standard,16.49,2022-07-18,2023-03-08,45,Female,Tablet,30,15
1125,Premium,20.99,2022-08-06,2022-11-09,15,Female,Desktop,90,1376
1126,Standard,16.49,2021-11-18,2023-02-05,30,Female,Tablet,60,298
1127,Standard,16.49,2023-07-10,2023-07-17,16,Male,Mobile,30,4
1128,Basic,5.99,2023-03-13,2023-03-28,19,Female,Smart TV,90,217
1129,Basic,5.99,2023-04-29,2023-06-02,16,Other,Mobile,60,388
1130,Premium,20.99,2022-01-23,2023-02-27,36,Male,Tablet,90,398
1131,Standard,16.49,2023-02-09,2023-02-14,20,Male,Mobile,60,146
1132,Basic,5.99,2022-05-20,2022-08-11,40,Female,Mobile,30,9037
1133,Basic,5.99,2022-11-23,2023-02-05,22,Male,Mobile,30,468
1134,Standard,16.49,2022-10-22,2023-06-29,34,Female,Laptop,90,95
1135,Standard,16.49,2021-11-22,2023-03-13,57,Female,Tablet,30,5777
1136,Standard,16.49,2021-08-04,2021-10-20,22,Other,Mobile,60,862
1137,Premium,20.99,2022-07-03,2023-07-07,97,Male,Smart TV,60,104
1138,Standard,16.49,2021-10-30,2022-03-04,35,Other,Mobile,60,942
1139,Basic,5.99,2023-03-06,2023-05-04,20,Female,Mobile,90,739
1140,Premium,20.99,2023-02-28,2023-05-01,40,Male,Mobile,90,1187
1141,Standard,16.49,2022-05-28,2022-12-19,57,Male,Mobile,30,5930
1142,Standard,16.49,2023-06-14,2023-07-08,56,Male,Mobile,60,147
1143,Premium,20.99,2021-09-24,2022-08-31,26,Female,Mobile,90,195
1144,Premium,20.99,2022-11-20,2022-11-20,91,Other,Laptop,30,984
1145,Basic,5.99,2022-01-09,2022-03-03,17,Female,Mobile,90,2
1146,Standard,16.49,2022-08-24,2023-02-14,25,Male,Mobile,60,42
1147,Standard,16.49,2022-07-03,2023-05-11,51,Female,Mobile,60,584
1148,Premium,20.99,2023-06-18,2023-07-07,94,Male,Mobile,60,70
1149,Premium,20.99,2023-07-22,2023-07-27,15,Other,Desktop,60,55
1150,Premium,20.99,2023-03-03,2023-03-17,39,Male,Smart TV,30,706
1151,Standard,16.49,2023-05-03,2023-05-08,31,Female,Smart TV,60,121
1152,Standard,16.49,2021-10-09,2022-06-28,48,Male,Laptop,90,118
1153,Basic,5.99,2022-08-14,2023-04-28,16,Male,Mobile,90,99
1154,Premium,20.99,2021-12-02,2022-01-06,37,Female,Laptop,60,8
1155,Basic,5.99,2022-04-29,2022-07-17,26,Male,Mobile,90,406
1156,Basic,5.99,2023-01-08,2023-06-06,43,Female,Tablet,30,209
1157,Basic,5.99,2022-01-27,2023-04-15,24,Female,Laptop,30,635
1158,Standard,16.49,2022-04-09,2023-06-13,77,Male,Mobile,90,1415
1159,Premium,20.99,2022-10-17,2022-12-02,42,Male,Desktop,90,107
1160,Premium,20.99,2021-08-23,2021-12-22,28,Female,Mobile,60,83
1161,Standard,16.49,2022-03-25,2022-11-27,19,Other,Laptop,60,459
1162,Basic,5.99,2022-10-16,2022-12-26,53,Male,Laptop,30,1351
1163,Basic,5.99,2022-11-11,2023-05-12,44,Female,Smart TV,30,305
1164,Standard,16.49,2023-01-28,2023-07-17,45,Female,Tablet,30,205
1165,Standard,16.49,2022-05-29,2022-12-14,42,Male,Laptop,30,156
1166,Premium,20.99,2022-09-12,2022-11-22,62,Female,Smart TV,30,50
1167,Standard,16.49,2022-11-13,2023-01-29,64,Female,Smart TV,60,149
1168,Premium,20.99,2022-06-02,2022-12-13,45,Male,Laptop,90,1128
1169,Premium,20.99,2022-11-21,2023-05-26,16,Female,Mobile,90,29
1170,Standard,16.49,2022-03-17,2022-06-14,42,Male,Desktop,30,334
1171,Basic,5.99,2023-03-20,2023-05-16,43,Other,Desktop,90,6
1172,Standard,16.49,2022-05-24,2022-10-21,55,Female,Laptop,60,97
1173,Standard,16.49,2022-04-27,2023-02-21,29,Male,Tablet,30,646
1174,Premium,20.99,2021-12-21,2023-06-21,41,Other,Desktop,30,617
1175,Standard,16.49,2021-11-06,2022-12-29,92,Female,Mobile,60,223
1176,Premium,20.99,2021-10-04,2023-02-14,14,Male,Mobile,90,430
1177,Standard,16.49,2022-11-28,2023-04-25,22,Male,Tablet,90,62
1178,Standard,16.49,2021-08-04,2021-08-11,60,Male,Mobile,60,632
1179,Standard,16.49,2022-05-10,2022-07-15,19,Female,Mobile,30,7
1180,Premium,20.99,2021-11-22,2022-11-06,31,Other,Laptop,60,190
1181,Standard,16.49,2021-08-24,2023-06-05,39,Female,Tablet,30,4
1182,Premium,20.99,2023-05-17,2023-05-22,22,Male,Mobile,60,1347
1183,Premium,20.99,2022-09-17,2022-10-17,94,Male,Desktop,60,190
1184,Standard,16.49,2022-04-01,2023-05-24,38,Male,Tablet,30,609
1185,Standard,16.49,2021-09-19,2022-12-20,30,Male,Laptop,60,19
1186,Standard,16.49,2022-09-10,2022-11-09,14,Male,Smart TV,90,429
1187,Standard,16.49,2022-06-16,2023-06-11,38,Female,Mobile,90,68
1188,Premium,20.99,2023-04-11,2023-06-28,43,Other,Mobile,90,64
1189,Basic,5.99,2021-11-15,2022-09-06,29,Male,Laptop,90,668
1190,Premium,20.99,2021-09-28,2022-01-09,22,Male,Smart TV,60,59
1191,Standard,16.49,2023-01-11,2023-01-29,37,Female,Desktop,60,428
1192,Basic,5.99,2023-06-20,2023-07-02,24,Female,Desktop,90,50
1193,Basic,5.99,2022-03-07,2023-04-03,30,Female,Laptop,30,696
1194,Standard,16.49,2021-10-26,2022-06-11,46,Female,Laptop,60,112
1195,Premium,20.99,2022-02-01,2022-05-26,28,Other,Tablet,30,886
1196,Premium,20.99,2021-12-29,2022-07-11,41,Male,Mobile,90,63
1197,Standard,16.49,2022-09-04,2022-10-12,14,Male,Smart TV,30,127
1198,Basic,5.99,2022-07-07,2023-05-14,26,Female,Mobile,30,6
1199,Basic,5.99,2021-11-17,2023-06-06,38,Male,Mobile,60,750
1200,Standard,16.49,2021-08-26,2022-03-02,33,Female,Tablet,60,274
1201,Standard,16.49,2022-08-09,2023-07-29,39,Male,Mobile,30,25
1202,Standard,16.49,2021-08-04,2021-10-25,61,Other,Smart TV,60,9
1203,Basic,5.99,2021-08-04,2021-08-28,15,Male,Laptop,60,187
1204,Standard,16.49,2022-05-11,2023-05-21,91,Other,Tablet,90,79
1205,Premium,20.99,2021-09-06,2023-01-15,62,Male,Smart TV,90,63
1206,Premium,20.99,2022-10-29,2023-02-17,49,Male,Mobile,90,35
1207,Premium,20.99,2021-12-05,2022-08-02,62,Male,Smart TV,60,19
1208,Premium,20.99,2021-12-06,2023-03-17,59,Male,Smart TV,60,173
1209,Premium,20.99,2023-05-03,2023-07-12,33,Female,Smart TV,60,42
1210,Premium,20.99,2023-02-04,2023-02-24,47,Male,Smart TV,30,2
1211,Standard,16.49,2023-07-26,2023-07-29,18,Male,Smart TV,90,110
1212,Standard,16.49,2022-03-16,2022-04-16,28,Female,Smart TV,30,1391
